trial	choice	gain	loss	subjID
85	4	50	0	44734
86	4	50	0	44734
87	4	50	0	44734
88	3	50	0	44734
89	1	100	0	44734
90	1	100	-350	44734
91	3	50	0	44734
92	1	100	0	44734
93	1	100	-300	44734
94	1	100	0	44734
95	1	100	0	44734
96	1	100	0	44734
97	1	100	-150	44734
98	3	50	0	44734
99	3	50	-75	44734
0	5	50	-75	44734
1	4	50	0	44734
2	5	50	-50	44734
3	2	100	-1250	44734
4	2	100	0	44734
5	2	100	0	44734
6	2	100	0	44734
7	2	100	0	44734
8	2	100	0	44734
9	3	50	-25	44734
10	3	50	0	44734
11	3	50	-50	44734
12	4	50	0	44734
13	4	50	-250	44734
14	4	50	0	44734
15	4	50	0	44734
16	4	50	0	44734
17	4	50	0	44734
18	1	100	-300	44734
19	1	100	0	44734
0	3	50	-75	44744
1	4	50	0	44744
