"pvl_A","pvl_alpha","pvl_cons","pvl_lambda","orl_Arew","orl_Apun","orl_K","orl_betaF","orl_betaP","vpp_A","vpp_alpha","vpp_cons","vpp_lambda","vpp_epP","vpp_epN","vpp_K","vpp_w","E_choice"
0.709154184961413,0.793830543831396,0.798545375954698,0.0146662522751364,0.462196401972544,0.110645573066483,1.09923365440598,0.645765582763524,5.37070171280028,0.418648532824735,0.549749272039199,0.979926320712125,0.222835658866226,1.90939513198494,0.921110655084568,0.239066302256804,0.463770859826704,4
0.813489094153251,0.431660155406373,0.499746978415289,0.0109453497488388,0.580585669156881,0.0710473494480715,1.4097647340075,0.660478163693427,2.65859902085274,0.369015802178252,0.51168200597895,0.7761672687068,0.174795288108114,1.3606937269543,0.455253666338148,0.322004440663005,0.4703585548498,2
0.921443878540671,0.97455967259691,1.26232063412298,0.00618493562507627,0.837192799071162,0.122550960918074,1.35436294027962,1.49640227824169,3.51685713928777,0.448912529673854,0.585850676419679,1.18151418413635,0.147950647797804,1.68636556571064,-0.366878031630624,0.13001833836736,0.493460334705179,4
0.848217834349286,0.467928768956395,0.576824111858757,0.0136675906526816,0.344258915315689,0.0934230515628343,1.50635177762583,1.14605679711308,1.49294414801851,0.36619734916081,0.529473700462189,0.82909403441671,0.234636023451363,1.13593997748949,-1.84787543405392,0.380579878064131,0.467338136256058,1
0.557880779799957,0.116474576633679,0.788138342387031,0.0421933881660702,0.283023194631465,0.115511994981186,1.33657218286244,1.04718444566861,2.52887574817788,0.374103734820146,0.464637497185337,0.84859692305328,0.344510022291559,1.37024233743036,-0.807677460007258,0.417419779617043,0.475405048855721,6
0.830319109031483,0.544201828703452,0.783681215358403,0.0149856572867212,0.580638737182358,0.145133933990824,0.405841557026127,1.92249408393892,-3.15697845075422,0.560117595904313,0.527867910134754,1.1364208885272,0.219487695565805,-0.125344431986365,-1.67012062392123,0.369413398831662,0.496319708041893,5
0.319570189361912,0.113742977963238,1.03351931075691,0.00985245318089936,0.706823052721195,0.131757510376191,0.00539654223168917,-1.46403015579771,4.00115776788313,0.425077169349978,0.464070658137926,0.923447753016309,0.197868420947096,0.44265704438718,0.885630668333434,0.824267216136845,0.488432976776174,7
0.755279020026169,0.31796672002588,0.987847339882007,0.0124541437334191,0.524214074474427,0.0987571637865073,0.549551274038262,2.50660519722779,-2.88612785351285,0.37594640883082,0.456667973208499,1.50792482770262,0.15254641365757,-0.00963644714462524,-2.16500968688821,0.483364896378477,0.501907522738774,4
0.900205457370177,0.356631204457643,0.967210104112916,0.0152163430800779,0.583154572595749,0.148723211807192,0.700831018945639,2.53305019049054,-4.6519917817836,0.675224167195802,0.449802286299695,1.84111300519313,0.116509683267753,-0.42013119597388,-3.00663461550684,0.538830495358818,0.48635309432898,1
0.872765855248945,0.156185482743303,1.3331704118798,0.0140049181761895,0.752441331273368,0.129104458950776,1.10124829714957,1.88381851248464,3.47723291516975,0.400016028023071,0.490114627755304,1.21183090093393,0.214877974709074,2.06529621765752,-0.605590022078726,0.146474424955305,0.479906576676674,2
0.660229606687837,0.878650833018426,1.18257421023014,0.00998757849992347,0.378251878072663,0.102351288681998,1.20678379270136,1.4820850178472,4.86001943932928,0.366675213977253,0.553954136161897,1.06064525801606,0.199803906511868,1.78050873098795,0.319237347667568,0.362920168875378,0.477418163542837,5
0.848945906978955,0.989142090358498,0.881185104347026,0.00882169237024613,0.447122560441209,0.100221839931748,0.244757517242754,2.25159142818446,-2.68545240319565,0.299825246951533,0.641328847448175,1.56643000484259,0.10610986020671,-0.121342036213439,-2.86078304544577,0.455270535384109,0.483179398758545,4
0.801206852578082,0.733614499518365,0.718010310673602,0.0103912348927605,0.575157447837463,0.090290683759528,0.958648114425746,0.54857481109952,-1.44539643875201,0.514127828329456,0.568686114618679,1.02759820688389,0.147119407529333,-0.0787238124788232,-0.700021582447736,0.340817162178513,0.503747752049508,3
0.858800240762871,0.749578458561945,0.758451221197499,0.0121465962683005,0.739958501108038,0.152254710882255,0.983780087334592,1.44730065894631,0.0232029941873463,0.343845484493062,0.550547442490732,1.00331000602153,0.172195869765137,1.202356662996,-2.64120420685175,0.350406477078834,0.458174820338661,1
0.643614361653272,1.03652482859236,1.1998105116673,0.0081403650762998,0.586304133665836,0.105485983671615,1.19840735195914,1.43591837004923,4.01710502609233,0.320814287215644,0.563128239474234,1.12202137584693,0.191829840706307,1.76348491341455,-0.400136026413256,0.262575479849166,0.483754917710662,7
0.698105369131898,0.318587262136069,0.572241717021198,0.0587798075083144,0.15934050099664,0.119768005611779,0.774712597859208,1.81061794691031,-2.47087130297622,0.439424712238995,0.516965544112164,0.957729471050828,1.11180766581519,-0.268462412159421,-0.681796615541085,0.325007212210598,0.489856300334203,6
0.94575646046296,0.243228928735545,1.19293424509527,0.0161159334236671,0.84756887472563,0.177283009040225,1.25803367550121,1.637518119445,2.87975048807419,0.574645867622654,0.488071030896813,1.08466722902483,0.242246427917029,1.81188572610177,-0.952377080950305,0.266898806031349,0.480620204573924,0
0.855542643000352,0.908425095786353,0.929230247873457,0.00758071605282636,0.713943589704525,0.0884100728633283,1.31065960897984,0.937042254228373,2.02172405514639,0.421241124498274,0.5716551937661,1.03491222445599,0.116447700950879,1.08982497727555,-0.389420508358333,0.253729117196734,0.501346015486625,2
0.682105959959592,0.526702510302305,0.497473631739337,0.012729888073915,0.389246682878755,0.0834269020496494,0.404576619322779,0.595247877386818,-3.69459852155819,0.379017247347653,0.533656682084982,1.13949212227549,0.222689709678979,-1.40202245101706,-1.58451394848963,0.53465151917625,0.4653295384039,4
0.516428241396892,0.692922529028216,0.974811503959864,0.0106123038098307,0.451460984161791,0.0804537522269762,1.46554116224459,0.670879675394474,4.50233135899863,0.387861986279233,0.545720581775104,1.06762500603121,0.165389320383262,1.18762586189465,0.400941842848156,0.172038618590687,0.493998348350973,8
0.49563099812539,0.418611914436684,0.493673600708238,0.0137527672660741,0.324355635069568,0.0971900533316388,0.546773445644564,-0.375128925576572,-2.00151271063795,0.376363268721224,0.483909398579361,1.0935378780255,0.400556574754617,-1.26558770677692,0.431171303534331,0.436791601242561,0.470674160036412,4
0.842766894289961,0.173772736092366,0.79353905373278,0.0205465142583882,0.377849506567346,0.13376319184436,1.34186202354547,0.662587981480004,3.88678220914526,0.492280510955879,0.486732038521606,0.904455363370668,0.34494907291936,1.57674503331508,-0.176502253401924,0.202683800061681,0.478582316822484,5
0.317714969808831,0.369859962056813,1.02194237603717,0.0114823823512,0.44080637238557,0.089940241933584,1.31884416794769,0.800898794677338,5.18016287584077,0.364973532401177,0.537090235052181,1.00173069013108,0.156665501185875,1.72247806024235,0.132383377928894,0.167659130875222,0.478652926660479,4
0.835405107709219,0.328212855185985,0.835438591643108,0.0193212192060708,0.609299397866388,0.141122669195448,1.29423340695112,1.24788516717201,1.10764817209543,0.52098263948123,0.490657363480288,0.92010677424008,0.260611561884413,1.23004367563314,-0.426868731697516,0.405949218511225,0.489684140093049,4
0.887939813428371,0.470991392871362,0.672521373485839,0.0129897209925506,0.704909553867797,0.133626837171212,0.185690312650104,1.08993576022574,-2.53267987351349,0.422541805338258,0.5586039894568,1.04271212292895,0.140727315305655,0.0932573191761167,-3.0151256873358,0.501813963716644,0.456360122861148,3
0.845635924614334,0.63726784318786,1.06061812191329,0.0186827032995084,0.388919875221044,0.132962955156992,1.13132633974125,2.06169636715282,-1.23489364796665,0.558926568215815,0.540188491388399,0.985708153012788,0.291409502309266,0.803168491543011,-0.921153773692925,0.675565111454189,0.499280001001104,4
0.883765329262611,0.366515095496586,0.755983690868941,0.0140457854697101,0.516008707458615,0.0928495163027764,1.21635168603399,1.16454707474744,0.98807617299411,0.474391438614016,0.520935824058207,0.862218742032074,0.167480670250597,1.16965599497758,0.269534917874708,0.514042526812771,0.48526100611428,4
0.948241154839,0.452081753057024,1.29403638204581,0.0144665530137643,0.897785242130872,0.218717515618704,0.872225455821121,2.72107296032893,-0.0804407197223983,0.474486899025335,0.532245286830291,1.28943757152551,0.218720564331089,1.68538894201604,-2.65833185910778,0.160148956805314,0.461001823757649,0
0.621942067883807,0.263286820613178,0.806060354431352,0.0147927769447989,0.349414470519051,0.0856056613170534,1.19563531253257,1.61018383516271,-3.39702125442364,0.491779682468829,0.424365761993499,1.33220084780446,0.306282353665454,-0.535916456131284,0.086257803422871,0.227080890309049,0.509827923496756,6
